
#The following shows the html-tag count of u01_A0.xml:
Character	ְ	=> 1
Character	ֱ	=> 1
Character	ֵ	=> 3
Character	ֶ	=> 1
Character	ַ	=> 4
Character	ָ	=> 1
Character	ֹ	=> 2
Character	ּ	=> 2
Character	א	=> 3
Character	ה	=> 2
Character	ו	=> 1
Character	ח	=> 3
Character	י	=> 4
Character	ל	=> 4
Character	ר	=> 3
Character	،	=> 27
Character	ء	=> 594
Character	آ	=> 2165
Character	أ	=> 9877
Character	ؤ	=> 562
Character	إ	=> 2579
Character	ئ	=> 548
Character	ا	=> 11104
Character	ب	=> 3896
Character	ة	=> 2780
Character	ت	=> 4333
Character	ث	=> 1005
Character	ج	=> 1421
Character	ح	=> 1144
Character	خ	=> 1195
Character	د	=> 2519
Character	ذ	=> 1447
Character	ر	=> 5102
Character	ز	=> 982
Character	س	=> 2197
Character	ش	=> 812
Character	ص	=> 754
Character	ض	=> 636
Character	ط	=> 602
Character	ظ	=> 115
Character	ع	=> 1889
Character	غ	=> 192
Character	ـ	=> 9
Character	ف	=> 2742
Character	ق	=> 1515
Character	ك	=> 2366
Character	ل	=> 9462
Character	م	=> 6913
Character	ن	=> 5767
Character	ه	=> 3697
Character	و	=> 4066
Character	ى	=> 2563
Character	ي	=> 5065
Character	ً	=> 691
Character	ٌ	=> 7251
Character	ٍ	=> 748
Character	َ	=> 35123
Character	ُ	=> 10127
Character	ِ	=> 12447
Character	ّ	=> 5568
Character	ْ	=> 9798
Character	ٓ	=> 2
Character	ٰ	=> 338
Character	ٱ	=> 377
Character	پ	=> 5
Character	چ	=> 1
Character	ڤ	=> 2
Character	گ	=> 4
Character	۞	=> 26
Character	ἀ	=> 2
Character	ἰ	=> 4
Character	ὁ	=> 1
Character	ὃ	=> 1
Character	ὰ	=> 1
Character	ῶ	=> 2
Character	—	=> 9
Character	―	=> 1381
Character	‘	=> 4
Character	’	=> 4
Character	“	=> 200
Character	”	=> 186
Character	↓	=> 1521
Character	�	=> 1
Total:	2353474

